name;stars;review_count;categories
Demetris Pizzeria & Mediterranean Cuisine;4.0;7;Pizza, Mediterranean, Restaurants, Greek
The Personal Chef;3.5;33;Venues & Event Spaces, Restaurants, Specialty Food, Caterers, Event Planning & Services, Soul Food, Seafood Markets, Food, Seafood
Premier Dentistry of Philadelphia;4.0;24;Health & Medical, Cosmetic Dentists, General Dentistry, Dentists
Steve Stein's Famous Deli-Restaurant, Inc;4.0;9;Caterers, Event Planning & Services, Restaurants, Delis
The Lash Boutique;5.0;42;Beauty & Spas, Eyelash Service, Cosmetics & Beauty Supply, Shopping
Arslan Salon and Spa;4.5;9;Beauty & Spas, Massage, Nail Salons, Hair Salons
Cupmakes;3.5;13;Desserts, Food
Korman Residential at 3737 Chestnut;3.5;9;Real Estate, Apartments, Property Management, Home Services
Concetta's Pizza;4.0;16;Restaurants, Pizza
Ellen's Bagels Hoagies & More;4.0;39;Sandwiches, Breakfast & Brunch, Food, Bagels, Restaurants
Georgian Bakery & Cafe;4.5;24;Restaurants, Cafes, Bakeries, Mediterranean, Food
Lenny's Shoe & Leather Repair;4.0;59;Shoe Repair, Orthotics, Shipping Centers, Medical Supplies, Local Services, Shopping, Education, Automotive, Specialty Schools, Shoe Shine, Vocational & Technical School, Mobility Equipment Sales & Services, Health & Medical
Jimmy John's;2.5;28;Delis, Food Delivery Services, Sandwiches, Restaurants, Fast Food, Food
Happy Sign;3.5;6;Professional Services, Graphic Design
Pathmark;2.5;9;Food, Grocery
Jay Michael Salon and Spa;3.5;31;Nail Salons, Day Spas, Laser Hair Removal, Massage, Hair Removal, Hair Salons, Skin Care, Beauty & Spas
Zakia's Brow Bar;3.5;14;Waxing, Cosmetics & Beauty Supply, Eyelash Service, Permanent Makeup, Hair Removal, Beauty & Spas, Shopping, Makeup Artists
Broad Street Tires;4.0;5;Oil Change Stations, Automotive, Wheel & Rim Repair, Tires
Lebel Pizza;2.5;19;Restaurants, Pizza
Steve's Prince of Steaks;4.0;488;Restaurants, Sandwiches, Cheesesteaks, Steakhouses, American (Traditional)
Little Caesars;3.5;8;Pizza, Food, Fast Food, Restaurants
Blue Bell Park;4.0;6;Hiking, Mountain Biking, Dog Parks, Active Life, Parks, Recreation Centers
Rustica Rosticceria;3.0;21;Sandwiches, Restaurants, Chicken Shop
Euphoria Cafe;4.0;86;Coffee & Tea, Juice Bars & Smoothies, Food
Bain's Deli;3.0;13;Delis, Sandwiches, Restaurants
Chickieâ€™s and Peteâ€™s;2.5;9;Food, Restaurants, Bars, Chicken Wings, Sports Bars, Nightlife, Specialty Food, American (Traditional), Seafood
Pret A Manger;3.0;8;Breakfast & Brunch, Salad, Cafes, Coffee & Tea, Food, Restaurants, Sandwiches
Olde Creamery Cafe;3.0;31;Desserts, Food, Bakeries, Restaurants, Cafes, Ice Cream & Frozen Yogurt, Coffee & Tea
Supercuts;3.0;51;Hair Salons, Beauty & Spas
Delancey Street Pizzeria;3.5;8;Restaurants, Pizza
Body World;4.5;7;Gyms, Active Life, Fitness & Instruction
The Kettle Black;4.5;98;Bagels, Food, Bakeries, Coffee & Tea
Jet Wine Bar;4.0;166;American (New), Bars, Sandwiches, Wine Bars, Restaurants, Nightlife
Palladino's;3.5;102;Steakhouses, Cocktail Bars, Italian, Nightlife, Bars, Restaurants
Lincoln Financial Field Tours;4.5;11;Professional Sports Teams, Stadiums & Arenas, Hotels & Travel, Tours, Arts & Entertainment
Fiesta Pizza III;2.5;74;Greek, Breakfast & Brunch, Pizza, Restaurants
Foghorn;4.0;150;Restaurants, Chicken Shop, Southern
K & A Sandwiches & Grocery;5.0;17;Restaurants, Grocery, Sandwiches, Convenience Stores, Food
Rocky Steps;4.5;168;Local Flavor
Tiger Sugar;4.5;5;Bubble Tea, Coffee & Tea, Desserts, Food
The Link University City by CA Ventures;2.5;7;Real Estate, Apartments, Home Services
Philly Unleashed;5.0;24;Pet Training, Pet Services, Pets
Fatboy and Slim's;3.5;7;Bars, Nightlife, Pubs, Sports Bars, Restaurants, American (Traditional)
Magpie;4.5;308;Desserts, Food, Coffee & Tea, Restaurants
Labcorp;2.5;6;Laboratory Testing, Diagnostic Services, Health & Medical
Everyday Good House;3.5;66;Barbeque, Asian Fusion, Korean, Restaurants
Jimmy's Water Ice;4.5;13;Food, Ice Cream & Frozen Yogurt, Pretzels, Shaved Ice, Cheesesteaks, Restaurants
Sassy Nails;4.0;7;Beauty & Spas, Nail Salons
James;4.0;101;Automotive, Bars, Restaurants, Nightlife, American (New), Lounges
Hinge Cafe;4.5;292;Nightlife, Arts & Entertainment, Caterers, Diners, Event Planning & Services, Restaurants, Coffee & Tea, Desserts, Food, Music Venues, Breakfast & Brunch, American (New), Cafes, Comfort Food
George Street Photo & Video;4.0;27;Session Photography, Event Photography, Event Planning & Services, Videographers, Photographers
Tyree Strickland Electric, LLC;4.0;6;Electricians, Home Services
Fusion Tumbling & Fitness;4.5;13;Active Life, Trainers, Gyms, Fitness & Instruction, Gymnastics
Burholme Park;3.0;5;Playgrounds, Active Life
5th Ave Hair Studio;3.5;18;Beauty & Spas, Hair Salons
Polaris Nail Spa;2.5;123;Beauty & Spas, Nail Salons
West Point Pizza;2.0;16;Restaurants, Italian, Pizza
Red Lotus Spa & Nails;3.0;97;Beauty & Spas, Waxing, Nail Salons, Hair Salons, Hair Removal
Carley Cakes;5.0;6;Specialty Food, Desserts, Cupcakes, Bakeries, Food
Chez Ben;3.5;24;Breakfast & Brunch, Bars, Wine Bars, Brasseries, French, Restaurants, Nightlife, Coffee & Tea, Food
Wild Crab Cajun Seafood & Bar;4.5;9;Restaurants, Seafood, Bars, Nightlife, Beer Bar, Karaoke, Cocktail Bars
Chester Family Pizza;3.0;5;Restaurants, Pizza
Sansom Precious Metals;4.0;5;Gold Buyers, Shopping, Jewelry
The Clay Studio;4.5;41;Art Classes, Arts & Entertainment, Active Life, Education, Shopping, Specialty Schools, Summer Camps, Arts & Crafts, Art Schools, Art Galleries
Hat Stop!;3.0;5;Hats, Fashion, Shopping
Pamela R Wilkins - State Farm Insurance Agent;2.5;6;Financial Services, Home & Rental Insurance, Life Insurance, Auto Insurance, Insurance
penrose cheesesteak;3.5;12;Sandwiches, Ice Cream & Frozen Yogurt, Restaurants, Food, Bubble Tea, Cheesesteaks, Burgers, Seafood
The Crazy Leprechaun Bar & Grill;3.5;22;Nightlife, American (Traditional), Restaurants, Sports Bars, Bars, Irish Pub
Copper Bistro;4.5;13;Restaurants, American (New)
Park Towne Place Apartment Homes;3.0;59;Apartments, Home Services, Real Estate
Barbershop Denim;5.0;110;Beauty & Spas, Kids Hair Salons, Hair Salons, Men's Hair Salons, Barbers, Hair Stylists
Massage Bella Vista;4.5;58;Health & Medical, Day Spas, Massage, Beauty & Spas, Reflexology
Jiffy Lube;3.0;28;Oil Change Stations, Automotive, Auto Repair
LA Fitness;2.0;62;Yoga, Gyms, Fitness & Instruction, Trainers, Sports Clubs, Active Life
A C Moore Arts and Crafts;3.0;31;Framing, Shopping, Arts & Crafts, Art Supplies
Philly Art Center Queen Village Location;4.0;14;Arts & Entertainment, Active Life, Shopping, Art Galleries, Venues & Event Spaces, Event Planning & Services, Art Classes, Education, Summer Camps
New Garden;3.5;8;Restaurants, Chinese
Nom Nom Bowl;4.5;14;Noodles, Food, Restaurants, Poke, Japanese
Jules Goldman Books and Antiques;4.0;7;Shopping, Antiques, Books, Mags, Music & Video, Local Flavor, Bookstores
Dwelling;3.0;15;Furniture Stores, Shopping, Home & Garden
Bridget Foy's;4.0;18;American (Traditional), Salad, Soup, Restaurants
SkyBrunch;3.5;78;Event Planning & Services, Restaurants, Breakfast & Brunch, Venues & Event Spaces, Wedding Planning, Caterers
Banana Republic Factory Store;3.5;7;Men's Clothing, Women's Clothing, Shopping, Fashion, Accessories
Holiday Thriftway;1.5;6;Food, Grocery
No. 1 Cafe;3.0;8;Restaurants, Chinese
Barber on 24th;4.0;130;Beauty & Spas, Hair Salons, Barbers
Will BYOB;4.0;229;Restaurants, French, American (New)
TD Bank;3.0;5;Banks & Credit Unions, Financial Services
Rico Mexican Tacos;5.0;9;Mexican, Restaurants
Ishkabibble's;3.5;191;Restaurants, Burgers, Cheesesteaks, American (Traditional)
Textures The Salon;4.5;7;Shopping, Hair Salons, Beauty & Spas, Cosmetics & Beauty Supply, Hair Removal, Waxing, Eyelash Service
Optique;4.5;15;Optometrists, Sunglasses, Fashion, Health & Medical, Eyewear & Opticians, Shopping
Heaven Sent Courier;2.5;8;Local Services, Couriers & Delivery Services
Kildare's;3.5;9;Irish, Restaurants, Pubs, Bars, Nightlife
Clenz Philly Cleaning;4.0;24;Office Cleaning, Professional Services, Carpet Cleaning, Local Services, Home Services, Home Cleaning
Sensational Nail Salon;3.5;6;Beauty & Spas, Nail Salons
Jefferson Center For Women's Medical Specialties;2.5;8;Obstetricians & Gynecologists, Doctors, Health & Medical
El Provocon;2.5;30;Imported Food, Ethnic Food, Local Flavor, Spanish, Food, Dominican, Latin American, Specialty Food, Caribbean, Restaurants
City Pizza;3.0;87;Restaurants, Pizza
Contessa's French Linens;4.0;7;Home Decor, Shopping, Home & Garden
Argento's Pizza & Spaghetti House;3.0;9;Pizza, Restaurants
Margaret Delcolle  - Coldwell Banker Preferred;5.0;10;Home Services, Real Estate Agents, Real Estate, Commercial Real Estate
Rhawn Pub;4.5;10;Bars, Nightlife
3rd & Girard;3.0;8;Bars, Music Venues, Nightlife, Dive Bars, Arts & Entertainment
XO Lounge;3.5;6;Dance Clubs, Nightlife, Arts & Entertainment, Music Venues
Kimmel Cultural Campus;4.0;155;Music Venues, Performing Arts, Cinema, Nightlife, Arts & Entertainment
PrimoHoagies;4.5;18;Restaurants, Sandwiches, Italian, Food
The Manhattan Room;3.0;26;Nightlife, Arts & Entertainment, Music Venues, Restaurants, Diners
Super Laundry Cycle Laundromat;2.5;9;Laundry Services, Local Services, Laundromat, Dry Cleaning & Laundry
Genesis Nail Salon;3.0;44;Nail Salons, Beauty & Spas, Eyebrow Services, Massage, Skin Care
The UPS Store;2.0;12;Shipping Centers, Notaries, Local Services, Mailbox Centers, Printing Services
City Fitness - South Philly;3.5;20;Active Life, Fitness & Instruction, Weight Loss Centers, Gyms, Health & Medical, Trainers
Philly Pretzel Factory;3.5;5;Pretzels, Food, Restaurants, Hot Dogs, Bakeries
Yuya Nail Spa;3.5;125;Beauty & Spas, Nail Salons
Joe Santucci's Square Pizza Bar & Grill;3.5;136;Food, Bars, Grocery, Pizza, Italian, Restaurants, Sandwiches, Nightlife, Salad, Seafood
The Chair Caners;5.0;10;Local Services, Furniture Reupholstery, Furniture Repair
Locksmith PHILLY;5.0;42;Keys & Locksmiths, Home Services
The Loft Lounge;3.0;11;Bars, Lounges, Dive Bars, Nightlife
Four Seasons Childcare & Preschool;4.5;8;Child Care & Day Care, Local Services, Education, Preschools
New China;3.0;42;Restaurants, Chinese
Alpha Dental Care;2.0;7;Periodontists, Endodontists, Health & Medical, Dentists, General Dentistry
Briar Vintage;4.5;17;Shopping, Used, Vintage & Consignment, Fashion, Shoe Stores, Accessories
Franklin Social;3.5;6;Breakfast & Brunch, Restaurants, Cafes
Guy Fieriâ€™s Taco Joint;3.5;5;Tacos, Mexican, Restaurants
Tang's;3.5;19;Chinese, Restaurants, Food Stands
Giant Steps Picture Framing;3.5;5;Art Galleries, Arts & Crafts, Jewelry, Framing, Arts & Entertainment, Shopping
The Law Offices of Greg Prosmushkin, PC;4.0;5;Professional Services, Lawyers, Criminal Defense Law, DUI Law, Divorce & Family Law, Personal Injury Law
Atlas Glass Repair Company;3.0;8;Contractors, Home Services, Building Supplies, Windows Installation
Philly's Gourmet Steaks;4.0;72;Cheesesteaks, Buffets, Sandwiches, Burgers, Restaurants, Breakfast & Brunch, Beer, Wine & Spirits, Food
Zavino;4.0;314;Bars, Tapas/Small Plates, Nightlife, Italian, Restaurants, Wine Bars, Pizza
Le Champignon De Tokio Sushi Bar;3.5;21;Restaurants, Japanese, Asian Fusion, Sushi Bars
Batter & Crumbs Vegan Bakery and Cafe;4.5;77;Bakeries, Custom Cakes, Food, Coffee & Tea, Restaurants, Cafes, Vegan
P&S Ravioli Company;4.0;28;Restaurants, Food, Sandwiches, Specialty Food, Italian
Dan Dan;4.0;860;Taiwanese, Restaurants, Noodles, Szechuan, Chinese
Little Delicious;4.0;69;Restaurants, Caribbean
7-Eleven;3.0;7;Food, Convenience Stores, Coffee & Tea
Field House;2.5;491;Bars, Sports Bars, Nightlife
PNC Bank;2.5;7;Financial Services, Investing, Home Services, Real Estate, Banks & Credit Unions, Mortgage Brokers
Masters Bar & Restaurant;3.5;32;Burgers, Nightlife, Bars, American (Traditional), Restaurants, Pubs
Aviation Grill;2.5;46;American (Traditional), Restaurants
Adelphia Moving;4.0;51;Home Services, Local Services, Junk Removal & Hauling, Building Supplies, Packing Services, Movers
Cozymeal Cooking Classes;5.0;6;Cooking Classes, Arts & Crafts, Cooking Schools, Event Planning & Services, Education, Team Building Activities, Shopping, Specialty Schools
Yunique Noodle House;3.0;16;Noodles, Restaurants, Korean
Strange Brew Coffee;4.5;12;Music Venues, Food, Arts & Entertainment, Restaurants, Cafes, Coffee & Tea, Nightlife
Vietnam Express;4.0;69;Vietnamese, Sandwiches, Juice Bars & Smoothies, Restaurants, Bubble Tea, Food
Pita Pit;3.5;63;American (Traditional), Greek, Mediterranean, Vegetarian, Restaurants
Fathom Seafood House;3.5;76;Food, Seafood, Beer, Wine & Spirits, Restaurants
Baan Thai;4.0;235;Restaurants, Thai, Desserts, Salad, Food
Al-Sham Restaurant;4.0;206;Food, Kosher, Restaurants, American (Traditional), Food Delivery Services, American (New), Halal, Middle Eastern
Luxxe Nail Spa;4.5;103;Beauty & Spas, Nail Salons
Chinatown Popup Beer Garden;2.5;5;Beer Gardens, Nightlife
Throwhouse;4.5;7;Active Life, Axe Throwing
The Locks At Sona;2.5;16;Restaurants, Nightlife, Arts & Entertainment, Music Venues
Urban Saloon;3.0;320;Bars, Nightlife, Restaurants, Barbeque, Whiskey Bars, American (New), Sports Bars
Top of the Hill Orthodontics and Pediatric Dentistry;5.0;12;Orthodontists, Dentists, Pediatric Dentists, Health & Medical
The Mulberry;3.0;6;American (Traditional), Pizza, Bars, Restaurants, Nightlife
Lucky Auto Glass;4.5;8;Auto Glass Services, Automotive
LL Pavorsky Jewelers;4.5;16;Shopping, Jewelry
Cheekadee Makeup Artists;4.5;19;Beauty & Spas, Makeup Artists
Yunkers Pub;3.5;15;Bars, Nightlife, Pubs
Miller's Ale House;3.0;237;Nightlife, Restaurants, Seafood, American (New), Bars, Sports Bars, American (Traditional)
A Criniti Realty;3.5;5;Home Services, Real Estate, Real Estate Services, Real Estate Agents
Ocho Rios Parrilla;4.0;6;Cocktail Bars, Vegetarian, Caribbean, Seafood, Nightlife, Bars, Restaurants
Panda Garden;3.5;46;Restaurants, Chinese
Termini Bros Bakery;4.5;46;Food, Bakeries
Canto House;4.0;43;Restaurants, Chinese, Cantonese, Barbeque, Noodles
Enterprise Rent-A-Car;3.5;62;Hotels & Travel, Car Rental
NOTO Philadelphia;2.0;178;Dance Clubs, Nightlife
Angie's Kitchen;3.5;7;Restaurants, African
Upholstery By Kormondy;5.0;5;Local Services, Furniture Reupholstery
Popeyes Louisiana Kitchen;2.0;19;Fast Food, Southern, Chicken Wings, American (Traditional), Restaurants
Freebyrd Chicken;4.0;57;Caterers, Event Planning & Services, Restaurants, Sandwiches, Chicken Shop
China Gourmet;4.0;132;Restaurants, Chinese, Cantonese, Dim Sum
Gerald Regni, DMD;2.0;26;Cosmetic Dentists, Endodontists, Dentists, Health & Medical, General Dentistry, Oral Surgeons
Greenstreet Coffee Roastery;4.5;11;Coffee & Tea, Food, Coffee Roasteries
Helen Nail & Spa;3.0;8;Hair Removal, Beauty & Spas, Nail Salons
La Casa Bella;3.0;35;Pizza, Restaurants, Italian
Mako's Retired Surfers Bar & Grill;3.0;49;Nightlife, Dive Bars, American (New), Bars, Restaurants
Philly Auto;2.0;40;Automotive, Car Dealers, Used Car Dealers
Don's Auto Repair;5.0;207;Automotive, Auto Repair
Bisou Bistro;4.0;18;French, American (New), Restaurants
Fairdale Laundromat;4.0;6;Laundry Services, Dry Cleaning & Laundry, Local Services, Laundromat
Hungry Pigeon;4.0;449;Coffee & Tea, Food, Comfort Food, American (New), Breakfast & Brunch, Restaurants
Bao Nine;4.5;138;Taiwanese, Restaurants, Asian Fusion
Park America Inc;1.0;12;Automotive, Parking
Star Fusion Express;2.5;33;Seafood, Asian Fusion, Restaurants, Chicken Wings
Tony's Place;3.5;5;Restaurants, Pizza
Cedar Point Bar and Kitchen;4.0;313;Southern, Bars, Cocktail Bars, Restaurants, Nightlife, Barbeque, Sandwiches, Beer, Wine & Spirits, American (Traditional), Food, American (New), Gastropubs
The Next Page;4.0;12;Bookstores, Books, Mags, Music & Video, Shopping
Trolley Car Table Tennis Club;4.5;5;Active Life, Local Services, Sports Clubs, Community Service/Non-Profit
El Poquito;3.0;394;Mexican, Bars, Food, Nightlife, Restaurants
Singh Tire Center;4.5;6;Automotive, Tires
Bella T's Pizza;3.0;24;Food, Pizza, Restaurants
Bower Cafe;4.5;56;Restaurants, Cafes, Food, Coffee & Tea
Mikawa;3.5;30;Restaurants, Japanese, Sushi Bars, Chinese
City View Pizza and Grill;2.0;30;Sandwiches, Pizza, Restaurants
Brazen Boxing & MMA;4.5;11;Fitness & Instruction, Sports Clubs, Active Life, Trainers, Martial Arts
West Tavern;3.5;88;Dive Bars, Nightlife, Restaurants, Bars, Karaoke
Labcorp;1.5;5;Diagnostic Services, Health & Medical, Laboratory Testing
Apricot Stone;4.5;310;Food, Restaurants, Armenian, Middle Eastern, Mediterranean
C19 Cichetteria Venezia;3.5;116;Italian, Bars, Nightlife, Restaurants, Wine Bars
Chops Cheesesteaks;4.5;18;Cheesesteaks, Restaurants
Paolo Gourmet Pizzeria;3.0;74;Restaurants, Pizza
Nail Bar;3.0;205;Waxing, Hair Removal, Health & Medical, Beauty & Spas, Nail Salons, Reflexology
Billy Murphy's Irish Saloon;4.5;159;Irish Pub, Restaurants, Burgers, Nightlife, Dive Bars, American (New), Irish, Bars
Tommy DiNic's;4.0;2221;Restaurants, American (Traditional), Sandwiches
Las Rancheritas;3.0;8;Mexican, Restaurants
El Taco;4.0;69;Restaurants, Mexican
ShopRite of Bridge & Harbison;3.5;7;Grocery, Delis, Restaurants, Bakeries, Food
Torresdale Pizza;4.0;6;American (Traditional), Pizza, Restaurants, Burgers
Jo Jo Place;3.5;21;Food Delivery Services, Chinese, Restaurants, Food, Ethnic Food, Specialty Food
The Schuylkill River Loop;4.5;18;Active Life, Boating, Local Flavor
Black Vulture Gallery;4.5;28;Art Galleries, Beauty & Spas, Arts & Entertainment, Tattoo, Shopping
Family Style Pizza;4.0;6;Pizza, Restaurants
Wendy's;1.5;18;Restaurants, Food, Fast Food, Burgers
Smile Team;3.5;8;Endodontists, Health & Medical, General Dentistry, Dentists, Cosmetic Dentists
Torresdale Flower Shop;4.0;19;Event Planning & Services, Shopping, Flowers & Gifts, Florists, Floral Designers, Wedding Planning
Suburban Station;2.5;84;Train Stations, Transportation, Hotels & Travel
Starbucks;3.0;10;Coffee & Tea, Food
Philly Pretzel Factory;4.0;117;Food, Pretzels, Hot Dogs, Bakeries, Restaurants, Local Flavor
Cobbs Creek Golf Course;2.0;28;Golf, Active Life
Palm Tree Market;4.5;87;Food, Convenience Stores, Grocery, Delicatessen, Restaurants, Coffee & Tea, Sandwiches
Frusco's Steak Shop;3.0;29;Sandwiches, Restaurants, Cheesesteaks, Steakhouses
Chestnut Hill Coffee Company;4.5;198;Food, Coffee & Tea
Lisa Dee Reiki;5.0;7;Reiki, Health & Medical
Lakeside Chinese Deli;4.5;7;Chinese, Restaurants
Unlock Gadget;1.0;29;IT Services & Computer Repair, Computers, Shopping, Mobile Phones, Local Services, Electronics Repair
Brigantessa;3.5;215;Italian, Bars, Nightlife, Restaurants, Pizza
Denim Lounge;2.0;20;Bars, Nightlife, Lounges, Restaurants
Indian Kitchen Lovash;3.5;278;Beer, Wine & Spirits, Gluten-Free, Salad, Vegan, Nightlife, Desserts, Event Planning & Services, Halal, Caterers, Pakistani, Bars, Food, Restaurants, Indian, Vegetarian, Cocktail Bars
